candidate_domain,candidate_skills,candidate_years_experience,candidate_education,cv_text,job_domain,job_skills,job_years_required,job_description,relevance_score
Design UI/UX,Photoshop;Prototypage;UX Writing;User Research;Adobe XD,2,Bac+5 (Master / Ingénieur),"Candidat motivé, 2 ans d'expérience en Design UI/UX, Bac+5 (Master / Ingénieur). Compétences techniques maîtrisées : Photoshop, Prototypage, UX Writing, User Research, Adobe XD. Domaine principal : Design UI/UX. Qualités personnelles : esprit critique, rigueur, communication.",Ressources Humaines,Droit du travail;Onboarding;SuccessFactors;Paie;Formation professionnelle;Gestion des talents;Relations sociales;Entretien annuel;Workday;Marque employeur,3,"Offre d'emploi : spécialiste Ressources Humaines, expérience minimale de 3 ans. Compétences requises : Droit du travail, Onboarding, SuccessFactors, Paie, Formation professionnelle, Gestion des talents, Relations sociales, Entretien annuel, Workday, Marque employeur. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",29.54
Finance / Comptabilité,Comptabilité générale;Gestion des risques financiers;Excel avancé;Fiscalité;Budgétisation;Contrôle de gestion;SAP;Power BI;Audit financier;Consolidation,5,Doctorat (PhD),"Candidat motivé, 5 ans d'expérience en Finance / Comptabilité, Doctorat (PhD). Compétences techniques maîtrisées : Comptabilité générale, Gestion des risques financiers, Excel avancé, Fiscalité, Budgétisation, Contrôle de gestion, SAP, Power BI, Audit financier, Consolidation. Domaine principal : Finance / Comptabilité. Qualités personnelles : esprit critique, rigueur, créativité.",DevOps / Cloud,Kubernetes;Ansible;CI/CD;Terraform;Docker,0,"Offre d'emploi : spécialiste DevOps / Cloud, expérience minimale de 0 ans. Compétences requises : Kubernetes, Ansible, CI/CD, Terraform, Docker. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",51.47
Gestion de Projet,PRINCE2;Confluence;PMP;Product Owner;Roadmap produit;Budget projet;Jira;Agile;MS Project,0,Bac+3 (Licence),"Profil Gestion de Projet avec 0 ans d'expérience. Diplôme : Bac+3 (Licence). A travaillé pendant 0 ans sur des projets liés à Gestion de Projet, en mettant en œuvre PRINCE2, Confluence, PMP, Product Owner, Roadmap produit, Budget projet, Jira, Agile, MS Project. Qualités personnelles : gestion du stress, esprit d'équipe, autonomie.",Ressources Humaines,GPEC;Recrutement;Onboarding;SIRH,3,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 3 ans d'expérience. Compétences requises : GPEC, Recrutement, Onboarding, SIRH. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",0.0
Ressources Humaines,Gestion des talents;Paie;Entretien annuel;Marque employeur;Relations sociales;ISO 27001,7,Doctorat (PhD),"Candidat motivé, 7 ans d'expérience en Ressources Humaines, Doctorat (PhD). Compétences techniques maîtrisées : Gestion des talents, Paie, Entretien annuel, Marque employeur, Relations sociales, ISO 27001. Domaine principal : Ressources Humaines. Qualités personnelles : créativité, gestion du stress, esprit critique.",Ressources Humaines,Gestion des talents;Entretien annuel;Formation professionnelle;Onboarding;Droit du travail,5,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 5 ans d'expérience. Compétences requises : Gestion des talents, Entretien annuel, Formation professionnelle, Onboarding, Droit du travail. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",78.02
Ressources Humaines,Formation professionnelle;Workday;Droit du travail;Gestion des talents;GPEC,3,Bac+2 (BTS/DUT),"Amine - Bac+2 (BTS/DUT) - 3 années d'expérience professionnelle en Ressources Humaines. A travaillé pendant 3 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Formation professionnelle, Workday, Droit du travail, Gestion des talents, GPEC. Qualités personnelles : curiosité, communication, leadership.",Développement Logiciel,MongoDB;Spring Boot;JavaScript;SASS;React;TypeScript,5,"Nous recherchons un profil Développement Logiciel justifiant d'au moins 5 ans d'expérience. Compétences requises : MongoDB, Spring Boot, JavaScript, SASS, React, TypeScript. Le candidat idéal maîtrise ces technologies et outils dans un contexte Développement Logiciel.",33.52
DevOps / Cloud,Azure;Cloud Security;Ansible;Vagrant,7,Bac+3 (Licence),"Candidat motivé, 7 ans d'expérience en DevOps / Cloud, Bac+3 (Licence). A travaillé pendant 7 ans sur des projets liés à DevOps / Cloud, en mettant en œuvre Azure, Cloud Security, Ansible, Vagrant. Qualités personnelles : leadership, autonomie, esprit critique.",Cybersécurité,Cryptographie;VPN;ISO 27001;Incident Response;Pentest;OWASP;Wireshark;Firewall;Analyse de vulnérabilités,7,"Poste ouvert dans le domaine Cybersécurité, 7 ans d'expérience minimum requis. Compétences requises : Cryptographie, VPN, ISO 27001, Incident Response, Pentest, OWASP, Wireshark, Firewall, Analyse de vulnérabilités. Le candidat idéal maîtrise ces technologies et outils dans un contexte Cybersécurité.",54.71
Design UI/UX,Motion Design;Adobe XD;UI Design;Design Thinking;Recrutement,6,Bac+5 (Master / Ingénieur),"Candidat motivé, 6 ans d'expérience en Design UI/UX, Bac+5 (Master / Ingénieur). Compétences techniques maîtrisées : Motion Design, Adobe XD, UI Design, Design Thinking, Recrutement. Domaine principal : Design UI/UX. Qualités personnelles : curiosité, résolution de problèmes, autonomie.",Design UI/UX,UI Design;Design System;Adobe XD;Wireframing,0,"Nous recherchons un profil Design UI/UX justifiant d'au moins 0 ans d'expérience. Compétences requises : UI Design, Design System, Adobe XD, Wireframing. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",77.17
Ressources Humaines,Marque employeur;Relations sociales;Recrutement;Droit du travail;Onboarding;Entretien annuel,7,Doctorat (PhD),"Rim - Doctorat (PhD) - 7 années d'expérience professionnelle en Ressources Humaines. A travaillé pendant 7 ans sur des projets liés à Ressources Humaines, en mettant en œuvre Marque employeur, Relations sociales, Recrutement, Droit du travail, Onboarding, Entretien annuel. Qualités personnelles : gestion du stress, esprit critique, résolution de problèmes.",Ressources Humaines,Relations sociales;SuccessFactors;Gestion des talents;Onboarding;Marque employeur;SIRH;Workday;GPEC,5,"Nous recherchons un profil Ressources Humaines justifiant d'au moins 5 ans d'expérience. Compétences requises : Relations sociales, SuccessFactors, Gestion des talents, Onboarding, Marque employeur, SIRH, Workday, GPEC. Le candidat idéal maîtrise ces technologies et outils dans un contexte Ressources Humaines.",64.14
DevOps / Cloud,Cloud Security;Docker;Jenkins;Vagrant;GitLab CI;Terraform;CI/CD;Load Balancing,5,Bac+2 (BTS/DUT),"Candidat motivé, 5 ans d'expérience en DevOps / Cloud, Bac+2 (BTS/DUT). Compétences techniques maîtrisées : Cloud Security, Docker, Jenkins, Vagrant, GitLab CI, Terraform, CI/CD, Load Balancing. Domaine principal : DevOps / Cloud. Qualités personnelles : créativité, résolution de problèmes, esprit critique.",DevOps / Cloud,Kubernetes;Linux;Prometheus;Bash;Vagrant;Azure,7,"Poste ouvert dans le domaine DevOps / Cloud, 7 ans d'expérience minimum requis. Compétences requises : Kubernetes, Linux, Prometheus, Bash, Vagrant, Azure. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",39.5
Développement Logiciel,Express;GraphQL;RabbitMQ;Java;MySQL;Kubernetes;CSS,9,Bac+3 (Licence),"Profil Développement Logiciel avec 9 ans d'expérience. Diplôme : Bac+3 (Licence). Compétences techniques maîtrisées : Express, GraphQL, RabbitMQ, Java, MySQL, Kubernetes, CSS. Domaine principal : Développement Logiciel. Qualités personnelles : créativité, leadership, sens de l'organisation.",Réseaux / Systèmes,VMware;VPN;DHCP;Linux;PowerShell;Sécurité réseau;Virtualisation;Supervision réseau,1,"Poste ouvert dans le domaine Réseaux / Systèmes, 1 ans d'expérience minimum requis. Compétences requises : VMware, VPN, DHCP, Linux, PowerShell, Sécurité réseau, Virtualisation, Supervision réseau. Le candidat idéal maîtrise ces technologies et outils dans un contexte Réseaux / Systèmes.",51.94
Marketing Digital,CRM;SEA;Branding;Content Marketing;Email Marketing;HubSpot;SEO;Facebook Ads;Google Ads;Sécurité réseau,3,Doctorat (PhD),"Bilel, Doctorat (PhD), 3 ans d'expérience dans le domaine Marketing Digital. A travaillé pendant 3 ans sur des projets liés à Marketing Digital, en mettant en œuvre CRM, SEA, Branding, Content Marketing, Email Marketing, HubSpot, SEO, Facebook Ads, Google Ads, Sécurité réseau. Qualités personnelles : résolution de problèmes, adaptabilité, autonomie.",Design UI/UX,Design Thinking;Sketch;After Effects;User Research;Motion Design;Wireframing;InVision,1,"Nous recherchons un profil Design UI/UX justifiant d'au moins 1 ans d'expérience. Compétences requises : Design Thinking, Sketch, After Effects, User Research, Motion Design, Wireframing, InVision. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",44.48
Cybersécurité,Incident Response;Wireshark;SOC monitoring;SOC;Sécurité réseau;Forensics,5,Bac+3 (Licence),"Profil Cybersécurité avec 5 ans d'expérience. Diplôme : Bac+3 (Licence). Compétences techniques maîtrisées : Incident Response, Wireshark, SOC monitoring, SOC, Sécurité réseau, Forensics. Domaine principal : Cybersécurité. Qualités personnelles : résolution de problèmes, autonomie, gestion du stress.",Cybersécurité,Cryptographie;OWASP;Firewall;Ethical Hacking;Kali Linux;ISO 27001;Wireshark;Pentest;Analyse de vulnérabilités,2,"Poste ouvert dans le domaine Cybersécurité, 2 ans d'expérience minimum requis. Compétences requises : Cryptographie, OWASP, Firewall, Ethical Hacking, Kali Linux, ISO 27001, Wireshark, Pentest, Analyse de vulnérabilités. Le candidat idéal maîtrise ces technologies et outils dans un contexte Cybersécurité.",53.98
Réseaux / Systèmes,Windows Server;Linux;VMware;Routage;VPN;Switching;TCP/IP;Sécurité réseau;Contrôle de gestion,3,Doctorat (PhD),"Profil Réseaux / Systèmes avec 3 ans d'expérience. Diplôme : Doctorat (PhD). Expérience professionnelle de 3 ans incluant l'utilisation de Windows Server, Linux, VMware, Routage, VPN, Switching, TCP/IP, Sécurité réseau, Contrôle de gestion dans des projets Réseaux / Systèmes. Qualités personnelles : autonomie, rigueur, leadership.",Finance / Comptabilité,Trésorerie;Excel avancé;Modélisation financière;Fiscalité;Analyse financière;Power BI;SAP,1,"Poste ouvert dans le domaine Finance / Comptabilité, 1 ans d'expérience minimum requis. Compétences requises : Trésorerie, Excel avancé, Modélisation financière, Fiscalité, Analyse financière, Power BI, SAP. Le candidat idéal maîtrise ces technologies et outils dans un contexte Finance / Comptabilité.",52.33
Data Science / Intelligence Artificielle,Data Warehousing;SQL;Python;MLOps;TensorFlow;Tableau;Computer Vision;A/B Testing;TCP/IP,5,Bac+3 (Licence),"Candidat motivé, 5 ans d'expérience en Data Science / Intelligence Artificielle, Bac+3 (Licence). Expérience professionnelle de 5 ans incluant l'utilisation de Data Warehousing, SQL, Python, MLOps, TensorFlow, Tableau, Computer Vision, A/B Testing, TCP/IP dans des projets Data Science / Intelligence Artificielle. Qualités personnelles : communication, résolution de problèmes, créativité.",Data Science / Intelligence Artificielle,Data Warehousing;Airflow;SQL;NLP,0,"Poste ouvert dans le domaine Data Science / Intelligence Artificielle, 0 ans d'expérience minimum requis. Compétences requises : Data Warehousing, Airflow, SQL, NLP. Le candidat idéal maîtrise ces technologies et outils dans un contexte Data Science / Intelligence Artificielle.",77.87
Design UI/UX,Tests utilisateurs;Design System;User Research;Adobe XD;Design Thinking;UI Design;After Effects;Accessibilité;Prototypage;Photoshop;Wireframing,3,Doctorat (PhD),"Candidat motivé, 3 ans d'expérience en Design UI/UX, Doctorat (PhD). Compétences techniques maîtrisées : Tests utilisateurs, Design System, User Research, Adobe XD, Design Thinking, UI Design, After Effects, Accessibilité, Prototypage, Photoshop, Wireframing. Domaine principal : Design UI/UX. Qualités personnelles : leadership, curiosité, esprit d'équipe.",Design UI/UX,User Research;After Effects;InVision;Illustrator;Accessibilité;Motion Design;Prototypage;Wireframing;Design Thinking;UX Writing,0,"Nous recherchons un profil Design UI/UX justifiant d'au moins 0 ans d'expérience. Compétences requises : User Research, After Effects, InVision, Illustrator, Accessibilité, Motion Design, Prototypage, Wireframing, Design Thinking, UX Writing. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",82.06
Data Science / Intelligence Artificielle,Feature Engineering;NLP;TensorFlow;A/B Testing;Power BI;Statistiques;Keras;R;Spark;Tableau,5,Doctorat (PhD),"Candidat motivé, 5 ans d'expérience en Data Science / Intelligence Artificielle, Doctorat (PhD). A travaillé pendant 5 ans sur des projets liés à Data Science / Intelligence Artificielle, en mettant en œuvre Feature Engineering, NLP, TensorFlow, A/B Testing, Power BI, Statistiques, Keras, R, Spark, Tableau. Qualités personnelles : créativité, communication, curiosité.",DevOps / Cloud,Docker;Vagrant;Jenkins;Bash;Prometheus;Monitoring;Azure;Terraform,7,"Poste ouvert dans le domaine DevOps / Cloud, 7 ans d'expérience minimum requis. Compétences requises : Docker, Vagrant, Jenkins, Bash, Prometheus, Monitoring, Azure, Terraform. Le candidat idéal maîtrise ces technologies et outils dans un contexte DevOps / Cloud.",41.76
Ressources Humaines,Relations sociales;Recrutement;SIRH;Marque employeur;Paie;SuccessFactors;Formation professionnelle;Entretien annuel;Onboarding;GPEC,10,Bac+2 (BTS/DUT),"Dorra, Bac+2 (BTS/DUT), 10 ans d'expérience dans le domaine Ressources Humaines. Compétences techniques maîtrisées : Relations sociales, Recrutement, SIRH, Marque employeur, Paie, SuccessFactors, Formation professionnelle, Entretien annuel, Onboarding, GPEC. Domaine principal : Ressources Humaines. Qualités personnelles : sens de l'organisation, adaptabilité, gestion du stress.",Marketing Digital,Copywriting;Réseaux sociaux;Facebook Ads;Branding;SEO;Content Marketing,3,"Offre d'emploi : spécialiste Marketing Digital, expérience minimale de 3 ans. Compétences requises : Copywriting, Réseaux sociaux, Facebook Ads, Branding, SEO, Content Marketing. Le candidat idéal maîtrise ces technologies et outils dans un contexte Marketing Digital.",48.45
Design UI/UX,UX Writing;UI Design;After Effects;Design Thinking;Sketch;Design System;Adobe XD;Prototypage;Tests utilisateurs,0,Bac+3 (Licence),"Profil Design UI/UX avec 0 ans d'expérience. Diplôme : Bac+3 (Licence). Expérience professionnelle de 0 ans incluant l'utilisation de UX Writing, UI Design, After Effects, Design Thinking, Sketch, Design System, Adobe XD, Prototypage, Tests utilisateurs dans des projets Design UI/UX. Qualités personnelles : adaptabilité, communication, esprit critique.",Design UI/UX,Motion Design;Prototypage;UX Writing;Wireframing;Photoshop;Illustrator,7,"Poste ouvert dans le domaine Design UI/UX, 7 ans d'expérience minimum requis. Compétences requises : Motion Design, Prototypage, UX Writing, Wireframing, Photoshop, Illustrator. Le candidat idéal maîtrise ces technologies et outils dans un contexte Design UI/UX.",15.78
